,GSM4251054,GSM4251055,GSM4251056,GSM4251057,GSM4251058,GSM4251059,GSM4251060,GSM4251061,GSM4251062,GSM4251063,GSM4251064,GSM4251065,GSM4251066,GSM4251067,GSM4251068,GSM4251069,GSM4251070,GSM4251071,GSM4251072,GSM4251073,GSM4251074,GSM4251075,GSM4251076,GSM4251077,GSM4251078,GSM4251079,GSM4251080,GSM4251081,GSM4251082,GSM4251083
PNPT1,0.591161632,0.568585543,0.61295616,0.656680691,0.635009235,0.556903917,0.455822714,0.463709702,0.58936149,0.587822626,0.57996671,0.605913836,0.59304006,0.599746753,0.467292307,0.478543728,0.574966567,0.549822959,0.57223079,0.547785917,0.598495466,0.615195274,0.638647155,0.627455553,0.664366549,0.520789261,0.556484767,0.520630651,0.501520274,0.528737737
PPARGC1A,0.155686418,0.160309422,0.185142639,0.239741807,0.239777296,0.206612577,0.104470058,0.072680938,0.366212434,0.344496564,0.343704656,0.405442005,0.328505808,0.358326301,0.205905405,0.270347534,0.451723678,0.419211764,0.433369097,0.421688113,0.293278834,0.284614277,0.344215654,0.323580786,0.387995049,0.392877179,0.418635944,0.386390637,0.31476934,0.290412545
PPARGC1B,0.285876474,0.285554008,0.265184858,0.267607907,0.256890723,0.320655569,0.039645651,0.052158936,0.332374781,0.322956891,0.282920426,0.366193548,0.326751551,0.344361881,0.030781128,0.029467552,0.2548221,0.287908026,0.230803643,0.284544143,0.276695832,0.219293047,0.264892434,0.28689266,0.23166699,0.096449648,0.121053591,0.10314498,0.059716809,0.07504561
PPIA,0.922336875,0.925343983,0.960466675,0.967174337,0.967777946,0.90409325,0.924464404,0.893047863,0.87893205,0.873079173,0.881701094,0.880372192,0.880326436,0.880930231,0.907992656,0.895821354,0.855383395,0.842325299,0.869286793,0.867163795,0.922855722,0.92600705,0.944854588,0.933137382,0.940690478,0.903002453,0.927289738,0.952020513,0.912701909,0.929451791
PPIF,0.58295361,0.568585543,0.545528942,0.551920262,0.562995806,0.567181235,0.630926225,0.607035726,0.566105042,0.551890596,0.559092307,0.565193132,0.561592492,0.557339875,0.592669796,0.58848055,0.516632061,0.535194417,0.561758482,0.544058756,0.61201861,0.59912803,0.595184478,0.623677046,0.597401327,0.564566415,0.578996423,0.588365175,0.590794862,0.590690968
PPP1R15B,0.64845911,0.642077681,0.617829317,0.632182277,0.630940573,0.635947018,0.513392341,0.501524234,0.702825047,0.690535956,0.691068109,0.691962945,0.680180134,0.698526388,0.517261477,0.50978339,0.676895722,0.691913976,0.663850609,0.660885071,0.60444203,0.621662525,0.629873394,0.611176105,0.626665923,0.66728235,0.670519371,0.639300645,0.679027924,0.661720539
PPP2CB,0.719851587,0.72410052,0.762039146,0.79357367,0.767823561,0.715259259,0.693078052,0.689611853,0.738873394,0.719433368,0.73060884,0.736879946,0.714944327,0.745341135,0.650300328,0.650008332,0.758059443,0.743270068,0.737688416,0.740964921,0.710745285,0.718684329,0.745225822,0.720692119,0.758032219,0.769685774,0.790519804,0.769469955,0.772731576,0.789903446
PPP5C,0.650081031,0.659277064,0.64560344,0.640496195,0.64126144,0.658730453,0.659363127,0.640617212,0.697116357,0.704931519,0.705904191,0.700453692,0.707052681,0.704950409,0.628086298,0.612195672,0.681687607,0.685091271,0.702052081,0.704253226,0.743381916,0.715933363,0.710238302,0.739416488,0.712055657,0.704961802,0.698748451,0.677186968,0.715385704,0.707606068
PRDX1,0.987748954,1.017080253,1.027981453,1.06432431,1.049525234,0.98843491,0.911685978,0.889983362,0.821590738,0.840410951,0.851963876,0.828534684,0.831137314,0.83078449,0.868838587,0.859820073,0.840939824,0.832655626,0.874464561,0.859342031,0.911757787,0.922907641,0.926218955,0.904552695,0.915386395,0.859023384,0.862367866,0.892121034,0.871233817,0.887176914
PRDX2,0.772709303,0.735000216,0.705067698,0.696933221,0.715912123,0.734966197,0.694514725,0.649054502,0.851290918,0.885423021,0.895988303,0.864258357,0.88580438,0.873775734,0.692733578,0.687897431,0.806914204,0.81902509,0.833633094,0.833122275,0.880409245,0.863568587,0.840440636,0.8974569,0.852389002,0.881265102,0.865555067,0.938236616,0.874481158,0.898887361
PRDX3,0.763080394,0.754923415,0.784007689,0.820362988,0.794713704,0.755766414,0.749385562,0.743916136,0.741776154,0.755812206,0.76591253,0.761983508,0.741266288,0.764547269,0.705712192,0.720163786,0.693148357,0.688125154,0.722975422,0.697821582,0.767125596,0.762062019,0.759538649,0.768905097,0.787508601,0.695087089,0.729226266,0.720196835,0.680939855,0.689694464
PRDX4,0.715062886,0.715410423,0.731396588,0.770553028,0.748354349,0.675317501,0.811688634,0.8120285,0.635088219,0.605147765,0.600235865,0.620450512,0.632728101,0.612376178,0.819042659,0.808643929,0.575473787,0.582317116,0.618345715,0.5982903,0.661349758,0.664629629,0.642218696,0.658546616,0.637249818,0.620453956,0.604240532,0.68725336,0.63215168,0.626669593
PRDX5,0.787099046,0.776580307,0.77364983,0.78515545,0.765410609,0.758723524,0.833231677,0.791057676,0.802421728,0.84129251,0.850620736,0.82144996,0.822786028,0.821264352,0.871273082,0.859667849,0.831803662,0.823192895,0.832056905,0.829463988,0.796424349,0.800498662,0.768765197,0.799349118,0.746168866,0.812567876,0.776404765,0.85217244,0.801554195,0.808076803
PRDX6,0.970861154,0.943569013,0.928137363,0.948905223,0.957401036,0.943598521,0.851850358,0.825655006,0.796950655,0.823888821,0.839415986,0.804217582,0.804317921,0.816214592,0.866821318,0.855967006,0.818547236,0.828162395,0.882061196,0.869257676,0.967276168,0.981763594,0.98260605,1.001378147,1.007509582,1.00946141,1.011633449,1.030741912,1.033601315,1.066633031
PRKAA1,0.558226677,0.500348436,0.524894251,0.535561452,0.555409661,0.561788358,0.60146432,0.638054567,0.548572091,0.525996448,0.536527952,0.567922701,0.542554605,0.558503398,0.551271987,0.57400535,0.583362847,0.56770513,0.568344698,0.564043203,0.552687069,0.561448789,0.571640967,0.564659813,0.587591829,0.567224535,0.562828225,0.521530668,0.548879906,0.533157647
PRKAA2,0.382712353,0.307978929,0.343066531,0.359493138,0.370730125,0.375169946,0.165271969,0.191654699,0.366212434,0.383616409,0.332365964,0.388401849,0.365392403,0.405530932,0.097027407,0.117658047,0.374212873,0.416136123,0.356190986,0.391097687,0.443331867,0.443176117,0.488764577,0.490544275,0.502262652,0.386684334,0.423659554,0.403190817,0.371336633,0.376562554
PRKCD,0.47148562,0.457553102,0.488240865,0.438153418,0.461362858,0.468491529,0.500818277,0.486816522,0.308043288,0.295641103,0.342136735,0.259178203,0.291027308,0.314767594,0.418564438,0.455924786,0.413514983,0.440012814,0.476184781,0.463773602,0.415013503,0.412946995,0.371396622,0.412935948,0.395084025,0.363465743,0.319191698,0.301927257,0.384410168,0.387085161
PRKD1,0.384321856,0.385375899,0.417018403,0.425986762,0.391759659,0.346074431,0.482407554,0.461612052,0.486192297,0.459917548,0.497682046,0.486725454,0.474375748,0.496078089,0.449998978,0.447282208,0.452881298,0.464380118,0.478165053,0.454122171,0.402989469,0.448549851,0.4199887,0.453974143,0.443012611,0.507350007,0.55403455,0.532761389,0.510136165,0.510253051
PRKRA,0.447337399,0.402879294,0.442002949,0.496818442,0.472631794,0.416819452,0.458635484,0.423276574,0.48495747,0.480467912,0.489705447,0.490020898,0.499620857,0.48511015,0.474534821,0.494687084,0.515121138,0.473815607,0.49371723,0.497699844,0.536735344,0.537337399,0.530922316,0.54086576,0.567252369,0.51341315,0.555264696,0.534416436,0.48118646,0.496286283
PRNP,0.719345814,0.722338132,0.742835934,0.770166561,0.755591631,0.70247613,0.862545053,0.874608609,0.781267018,0.750552168,0.742008268,0.783369372,0.764097077,0.763818899,0.843331214,0.842123961,0.742401042,0.715899555,0.704080401,0.702236758,0.593700445,0.575220596,0.625989183,0.569509022,0.606604551,0.626389511,0.644441067,0.614564947,0.618929426,0.626669593
PRODH,0.200292489,0.207922907,0.180462141,0.171927232,0.172074264,0.153466768,0,0,0.116595627,0.146504738,0.114528996,0.151300931,0.159219421,0.162842472,0,0.029467552,0.203260313,0.209013884,0.319250649,0.282130243,0.273743213,0.215136167,0.197886467,0.21221469,0.217158362,0.055898462,0.055959309,0.087462323,0.082483817,0.062762088
PRR5L,0.560696613,0.575654039,0.561455657,0.551500956,0.567081145,0.586408771,0.268925501,0.317768585,0.347157455,0.414570092,0.414393775,0.395944641,0.385722551,0.40714046,0.333428726,0.340878767,0.410480394,0.398565473,0.471459124,0.482653499,0.509367778,0.522573755,0.531982798,0.521917111,0.524169439,0.427376561,0.408049984,0.384150854,0.464285797,0.443246178
PSEN1,0.68234642,0.665542413,0.686382884,0.701757583,0.698029075,0.676593399,0.583914125,0.613015253,0.699337973,0.662697683,0.655482099,0.685962762,0.68295104,0.686509914,0.650950602,0.636331671,0.682430325,0.66192474,0.666651833,0.658180908,0.675266441,0.653500744,0.67409408,0.657736914,0.672648247,0.649756396,0.668432744,0.638074665,0.639355227,0.653942515
PSIP1,0.641219257,0.596927521,0.676166399,0.661573375,0.643518441,0.611516993,0.652888368,0.678050776,0.771088433,0.75561705,0.738083789,0.773400712,0.761164938,0.74714861,0.658540203,0.659061547,0.757314408,0.75253901,0.746386482,0.735382778,0.780917816,0.782095509,0.788427596,0.776045036,0.814403161,0.748529983,0.775383398,0.713918955,0.735913588,0.714046677
PSMB5,0.781196978,0.78882825,0.786955307,0.800991894,0.791239104,0.767603356,0.752226989,0.730062835,0.751719227,0.781129898,0.783523445,0.773789253,0.768435319,0.761760308,0.748275872,0.741261402,0.756415419,0.754688832,0.78550537,0.774109893,0.812083432,0.815758874,0.785758916,0.823751295,0.796192473,0.764070661,0.761630564,0.810871611,0.76320081,0.788341237
PTGS1,0.140033653,0.120329128,0.154561328,0.121268693,0.129895319,0.163747407,0.647105373,0.715044962,0.181188513,0.157727358,0.187672218,0.294541436,0.135725346,0.154351982,0.431378521,0.457443677,0,0.016031938,0.053937418,0,0.01764614,0,0.047808948,0.015911162,0.029593559,0.030556058,0.04381506,0,0.01731824,0.018337165
PTGS2,0.210917778,0.202739539,0.185142639,0.24962117,0.239777296,0.198970034,0.25592779,0.259701539,0.041789599,0,0.052321656,0.031422565,0,0.042551251,0.268132561,0.262167375,0.074372565,0.087176749,0.14439508,0.186493888,0.112763046,0.125325945,0.083944564,0.134418438,0.125273504,0.016060159,0.016080038,0,0.046879712,0.018337165
PTK2B,0.363755126,0.386915685,0.366636602,0.309220143,0.34496267,0.397445656,0.285404866,0.282452798,0.434530085,0.440994396,0.444196317,0.444651786,0.421455483,0.44132148,0.243614293,0.29699962,0.312022465,0.408702595,0.369007361,0.389922094,0.358014264,0.327904902,0.298811086,0.344929837,0.299808661,0.322951499,0.32117065,0.233492139,0.310262674,0.335584539
PTPRK,0.466959041,0.486096842,0.508482825,0.523901034,0.528903385,0.551118249,0.376060053,0.366273911,0.458573741,0.414570092,0.425605647,0.448146245,0.45776254,0.443845216,0.454109281,0.481144068,0.518127813,0.503092134,0.54515381,0.531372279,0.395279758,0.417349928,0.431831801,0.400914064,0.460362119,0.341187897,0.381717121,0.34280033,0.388524893,0.363549566
PTPRN,0.700082319,0.713541495,0.677524702,0.629719077,0.63519156,0.712539585,0.511450462,0.508880673,0.52589717,0.514132637,0.525439763,0.469805472,0.53047307,0.489778648,0.460458598,0.453617009,0.683904743,0.68712071,0.641958198,0.662597892,0.679435045,0.679157669,0.645460159,0.670191892,0.625932858,0.708356482,0.676247317,0.674319271,0.674336611,0.68387225
PXDN,0.916698587,0.941658904,0.882752792,0.858644008,0.885175979,0.946376023,0.890903025,0.943217839,0.87153057,0.852912862,0.863869103,0.862557483,0.862036221,0.837344999,0.907877071,0.908599319,0.901161782,0.901696113,0.910454831,0.905414802,0.824857257,0.814256002,0.803251052,0.802377513,0.778463035,0.817977941,0.791023959,0.726447694,0.81465533,0.794588264
PXDNL,0.079843912,0.089908058,0.136540515,0.13563739,0.106477822,0.163747407,0,0,0.130616693,0.168163376,0.20839152,0.174700214,0.193094481,0.154351982,0.067557022,0.029467552,0.11285418,0.128131125,0.117442698,0.064596629,0.083750101,0.058379389,0.060852697,0.043394147,0,0.067117128,0.030592127,0.130285793,0.127664528,0.106783164
PXN,0.786991847,0.78325902,0.717591151,0.711392684,0.744905074,0.789527499,0.789773715,0.788490755,0.686286824,0.703414417,0.716742276,0.691120432,0.714944327,0.688943738,0.779436478,0.792815583,0.728750557,0.732149488,0.751497175,0.743734345,0.725533392,0.716662241,0.702538277,0.717465077,0.698093162,0.690716514,0.659578455,0.633491053,0.716885636,0.713398772
PYCR1,0.72119198,0.750853759,0.740970948,0.730622484,0.71759827,0.72336467,0.752226989,0.735423934,0.763162062,0.779475299,0.78155643,0.764792136,0.76428428,0.762203836,0.761819923,0.748822468,0.75880077,0.753832623,0.75326597,0.751642425,0.661128571,0.696612306,0.664207922,0.674243578,0.630753165,0.620190445,0.580727422,0.614564947,0.611548042,0.617995173
PYCR2,0.615765977,0.600621747,0.60656357,0.617562998,0.592914518,0.609537414,0.597404059,0.59688251,0.579835327,0.599407984,0.597422613,0.598863273,0.597118072,0.593465361,0.603761056,0.593413987,0.593121099,0.60200393,0.600998039,0.611124828,0.636121683,0.64806978,0.623151398,0.640771272,0.617102725,0.579500829,0.571863976,0.562803165,0.583302745,0.587701484
PYROXD1,0.282743712,0.212931956,0.300918672,0.327297925,0.316905615,0.317150086,0.38431549,0.41093851,0.314021281,0.338194412,0.343704656,0.372063664,0.288767358,0.344361881,0.401111352,0.35505456,0.40421921,0.386428617,0.408350775,0.382666774,0.293278834,0.299689543,0.324305627,0.263059644,0.329461453,0.324878944,0.330689264,0.320337395,0.305615397,0.266351034
RACK1,1.046163854,1.032417134,1.011600227,1.002549189,1.019544534,1.03305835,1.1055948,1.067493085,1.072567008,1.088831225,1.094454775,1.078174284,1.078369021,1.073782222,1.13493657,1.128743682,1.094258859,1.095418328,1.09820299,1.093557516,1.063117537,1.079525323,1.055551526,1.058445497,1.03778878,1.066669044,1.054301145,1.119734497,1.073173095,1.094610904
RAD52,0.417224323,0.409605995,0.392808897,0.380758466,0.405999683,0.397445656,0.362085525,0.368921194,0.545300513,0.50338055,0.486749878,0.546339822,0.524512347,0.5248361,0.481441465,0.466245474,0.611305352,0.628874471,0.591195909,0.585520075,0.503106812,0.489111881,0.510416715,0.517819952,0.513096838,0.499258221,0.504698089,0.468147003,0.476014048,0.467956609
RBM11,0.122540827,0.14557871,0.165467736,0.154884722,0.172074264,0.11752905,0,0,0.181188513,0.173119425,0.152761803,0.212716622,0.159219421,0.233731194,0,0,0.215099348,0.204793852,0.172406503,0.171930839,0.192496211,0.219293047,0.255051675,0.180853165,0.162551905,0.221214537,0.255544214,0.190654052,0.248844697,0.168339942
RBPMS,0.755724834,0.737350138,0.720152118,0.72111611,0.725157631,0.751217678,0.625572546,0.59885722,0.528696669,0.531811362,0.556124202,0.522670111,0.53047307,0.544540576,0.57894238,0.553280362,0.533660065,0.560021195,0.606639298,0.603726199,0.665491086,0.685743868,0.666367008,0.679070042,0.658381146,0.688565531,0.678228004,0.695291502,0.730428735,0.735111863
RELA,0.600823846,0.592755172,0.550369247,0.543301306,0.575475456,0.622415659,0.659724749,0.659110812,0.613450214,0.648565238,0.659654325,0.641675478,0.644887406,0.640603745,0.645442886,0.656898822,0.631386108,0.657687519,0.649203375,0.640397392,0.587662455,0.605703057,0.574845128,0.608092377,0.565792337,0.620717002,0.605993788,0.614564947,0.632677933,0.645991314
REST,0.66780345,0.643178553,0.672715446,0.678431379,0.674097816,0.683118244,0.485347566,0.49825675,0.562096261,0.607541543,0.566613362,0.572862903,0.535336899,0.550772787,0.454917905,0.460435771,0.486770036,0.468080217,0.488914936,0.471478503,0.544682977,0.554270434,0.586648426,0.556476873,0.578780935,0.544499639,0.531399638,0.482809646,0.572688426,0.53850426
RGS14,0.382712353,0.389948313,0.377156191,0.363996014,0.348750074,0.360007249,0.143831555,0.14073848,0.363434921,0.33328641,0.374584183,0.347052871,0.305954054,0.336855946,0.030781128,0.064980638,0.209297418,0.21711138,0.220074127,0.246567278,0.340035114,0.31977823,0.349704314,0.366495279,0.325832565,0.280604915,0.232466332,0.289679562,0.277086964,0.269580015
RHOB,0.801100859,0.803079512,0.795156957,0.787842976,0.778779765,0.784533981,0.571384959,0.58750616,0.675300424,0.705752562,0.731765802,0.654312086,0.715594284,0.700102568,0.49249432,0.499321723,0.657486778,0.659315942,0.678387381,0.699750913,0.775265406,0.769282057,0.758040323,0.778951866,0.752480709,0.774349187,0.761936796,0.74636648,0.805639823,0.782944442
RIPK1,0.632705866,0.608786086,0.567590546,0.559670715,0.582386506,0.616353814,0.568414522,0.563610695,0.552956315,0.550736048,0.563079225,0.540417433,0.534464297,0.524107869,0.577886463,0.59935953,0.533660065,0.499584317,0.525511931,0.531372279,0.532596639,0.536851933,0.531982798,0.544382511,0.524169439,0.535463163,0.537503956,0.525077319,0.552072542,0.551568882
RIPK3,0.066939434,0.019270386,0.063932315,0.056080433,0.070836273,0.050163154,0.340633756,0.352282151,0,0,0.014901195,0,0,0,0.225949928,0.241128278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF112,0.052810072,0.110862668,0.100608058,0.067328069,0.106477822,0.050163154,0.212019405,0.12807503,0.481190354,0.475429913,0.481277421,0.468304739,0.513847598,0.448767925,0.38265428,0.409764221,0.50327256,0.511516452,0.47350279,0.46449075,0.287953686,0.281946445,0.216573206,0.223866876,0.248016544,0.49007107,0.443948245,0.42868261,0.402708519,0.414814851
ROMO1,0.649811934,0.641246654,0.615284381,0.652902743,0.616996129,0.635110158,0.659724749,0.618763984,0.553348555,0.604610549,0.617082164,0.604711377,0.60738723,0.602359755,0.63328986,0.601385646,0.583362847,0.569935089,0.605528008,0.599740143,0.647460525,0.603853904,0.59274492,0.627704078,0.57945177,0.653388232,0.607726648,0.685174173,0.656869018,0.651994149
RPS3,1.004018824,0.986492512,0.994727547,0.989624591,0.984068043,0.977049162,1.070019748,1.028023713,0.998250622,1.022713526,1.024446755,1.012534803,1.007140546,1.001730836,1.071955535,1.063123996,1.002489393,0.999769887,1.010038797,1.006250601,1.016034206,1.026497315,1.002147015,1.013128742,1.001766427,0.990390842,0.985852732,1.042359347,0.990434409,1.012762966
S100A7,0,0.019270386,0,0,0,0.027183286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARA3,0.462290585,0.473795533,0.452316828,0.43172585,0.428049996,0.487739507,0.710881861,0.758040848,0.476014594,0.489478118,0.478147986,0.508970227,0.517814593,0.521901568,0.61352832,0.61139142,0.34396329,0.349282043,0.438591143,0.43621357,0.522280258,0.530899475,0.509804792,0.530743359,0.507778224,0.412192883,0.413436982,0.372417074,0.455057376,0.447175842
SCGB1A1,0,0,0,0,0,0,0,0,0,0,0.014901195,0,0.028696898,0,0,0,0,0.030504846,0,0.015354273,0,0,0,0,0,0.030556058,0.016080038,0.027123288,0,0
SDC1,0.585463852,0.601349724,0.586179425,0.577975428,0.588742398,0.625580348,0.678531568,0.680013929,0.546945283,0.539921495,0.557986187,0.52781571,0.584220013,0.561373054,0.609583756,0.595222699,0.690130441,0.677762247,0.713016404,0.707787538,0.658673588,0.653944511,0.626270011,0.676586959,0.629083743,0.626136302,0.595774226,0.596177321,0.665121144,0.666910995
SELENOK,0.655622593,0.662923778,0.678367394,0.694219729,0.679337084,0.612497003,0.595192466,0.562898892,0.610276618,0.598569658,0.594265405,0.623939691,0.611617688,0.585946511,0.550424939,0.543007335,0.671413668,0.646865612,0.638199027,0.633658169,0.598832133,0.622211847,0.589189036,0.60143061,0.574691219,0.656314065,0.653580194,0.707364806,0.66949273,0.664901431
SELENON,0.791324954,0.793298642,0.726368288,0.706578915,0.745948268,0.786217156,0.817561349,0.835872815,0.808971953,0.824258819,0.833247768,0.818820395,0.835550068,0.830598065,0.800749985,0.806917807,0.759391187,0.762383823,0.785088275,0.797656317,0.823225997,0.808638138,0.791974558,0.830457082,0.790297401,0.802134251,0.783099552,0.734178853,0.82439411,0.810887211
SELENOP,0.361905842,0.360136953,0.384585358,0.400525232,0.368563359,0.313560115,0.349588451,0.35518762,0.371616758,0.380014101,0.41046077,0.41328279,0.39933413,0.420893349,0.591384868,0.608130274,0.08833384,0.113072243,0.131527651,0.13112093,0.094061845,0.125325945,0.187583508,0.159437905,0.167949536,0.055898462,0.077628646,0.117332678,0.046879712,0.049373855
SELENOS,0.652745595,0.654016863,0.665380754,0.680211605,0.66646829,0.624232277,0.649251962,0.650646508,0.650141621,0.617491818,0.620039233,0.642145738,0.645719099,0.625872832,0.662795219,0.642128952,0.675866958,0.656866583,0.645198118,0.651197601,0.614763336,0.636076356,0.615810998,0.595693417,0.611271899,0.612060222,0.627589565,0.635592013,0.634245627,0.639469969
